"plate0,A1",0.6
"plate0,B1",0.6
"plate0,C1",0.6
"plate0,D1",0.6
"plate0,E1",0.6
"plate0,F1",0.6
"plate0,G1",0.6
"plate0,H1",0.6
"plate0,A2",0.6
"plate0,B2",0.6
"plate0,C2",0.6
"plate0,D2",0.6
"plate0,E2",0.6
"plate0,F2",0.6
"plate0,G2",0.6
"plate0,H2",0.6
"plate0,A3",0.6
"plate0,B3",0.6
"plate0,C3",0.6
"plate0,D3",0.6
"plate0,E3",0.6
"plate0,F3",0.6
"plate0,G3",0.6
"plate0,H3",0.6
"plate0,A4",0.6
"plate0,B4",0.6
"plate0,C4",0.6
"plate0,D4",0.6
"plate0,E4",0.6
"plate0,F4",0.6
"plate0,G4",0.6
"plate0,H4",0.6
"plate0,A5",0.6
"plate0,B5",0.6
"plate0,C5",0.6
"plate0,D5",0.6
"plate0,E5",0.6
"plate0,F5",0.6
"plate0,G5",0.6
"plate0,H5",0.6
"plate0,A6",0.6
"plate0,B6",0.6
"plate0,C6",0.6
"plate0,D6",0.6
"plate0,E6",0.6
"plate0,F6",0.6
"plate0,G6",0.6
"plate0,H6",0.6
"plate0,A7",0.6
"plate0,B7",0.6
"plate0,C7",0.6
"plate0,D7",0.6
"plate0,E7",0.6
"plate0,F7",0.6
"plate0,G7",0.6
"plate0,H7",0.6
"plate0,A8",0.6
"plate0,B8",0.6
"plate0,C8",0.6
"plate0,D8",0.6
"plate0,E8",0.6
"plate0,F8",0.6
"plate0,G8",0.6
"plate0,H8",0.6
"plate0,A9",0.6
"plate0,B9",0.6
"plate0,C9",0.6
"plate0,D9",0.6
"plate0,E9",0.6
"plate0,F9",0.6
"plate0,G9",0.6
"plate0,H9",0.6
"plate0,A10",0.6
"plate0,B10",0.6
"plate0,C10",0.6
"plate0,D10",0.6
"plate0,E10",0.6
"plate0,F10",0.6
"plate0,G10",0.6
"plate0,H10",0.6
"plate0,A11",0.6
"plate0,B11",0.6
"plate0,C11",0.6
"plate0,D11",0.6
"plate0,E11",0.6
"plate0,F11",0.6
"plate0,G11",0.6
"plate0,H11",0.6
"plate0,A12",0.6
"plate0,B12",0.6
"plate0,C12",0.6
"plate0,D12",0.6
"plate0,E12",0.6
"plate0,F12",0.6
"plate0,G12",0.6
"plate0,H12",0.6
"plate1,A1",0.6
"plate1,B1",0.6
"plate1,C1",0.6
"plate1,D1",0.6
"plate1,E1",0.6
"plate1,F1",0.6
"plate1,G1",0.6
"plate1,H1",0.6
"plate1,A2",0.6
"plate1,B2",0.6
"plate1,C2",0.6
"plate1,D2",0.6
"plate1,E2",0.6
"plate1,F2",0.6
"plate1,G2",0.6
"plate1,H2",0.6
"plate1,A3",0.6
"plate1,B3",0.6
"plate1,C3",0.6
"plate1,D3",0.6
"plate1,E3",0.6
"plate1,F3",0.6
"plate1,G3",0.6
"plate1,H3",0.6
"plate1,A4",0.6
"plate1,B4",0.6
"plate1,C4",0.6
"plate1,D4",0.6
"plate1,E4",0.6
"plate1,F4",0.6
"plate1,G4",0.6
"plate1,H4",0.6
"plate1,A5",0.6
"plate1,B5",0.6
"plate1,C5",0.6
"plate1,D5",0.6
"plate1,E5",0.6
"plate1,F5",0.6
"plate1,G5",0.6
"plate1,H5",0.6
"plate1,A6",0.6
"plate1,B6",0.6
"plate1,C6",0.6
"plate1,D6",0.6
"plate1,E6",0.6
"plate1,F6",0.6
"plate1,G6",0.6
"plate1,H6",0.6
"plate1,A7",0.6
"plate1,B7",0.6
"plate1,C7",0.6
"plate1,D7",0.6
"plate1,E7",0.6
"plate1,F7",0.6
"plate1,G7",0.6
"plate1,H7",0.6
"plate1,A8",0.6
"plate1,B8",0.6
"plate1,C8",0.6
"plate1,D8",0.6
"plate1,E8",0.6
"plate1,F8",0.6
"plate1,G8",0.6
"plate1,H8",0.6
"plate1,A9",0.6
"plate1,B9",0.6
"plate1,C9",0.6
"plate1,D9",0.6
"plate1,E9",0.6
"plate1,F9",0.6
"plate1,G9",0.6
"plate1,H9",0.6
"plate1,A10",0.6
"plate1,B10",0.6
"plate1,C10",0.6
"plate1,D10",0.6
"plate1,E10",0.6
"plate1,F10",0.6
"plate1,G10",0.6
"plate1,H10",0.6
"plate1,A11",0.6
"plate1,B11",0.6
"plate1,C11",0.6
"plate1,D11",0.6
"plate1,E11",0.6
"plate1,F11",0.6
"plate1,G11",0.6
"plate1,H11",0.6
"plate1,A12",0.6
"plate1,B12",0.6
"plate1,C12",0.6
"plate1,D12",0.6
"plate1,E12",0.6
"plate1,F12",0.6
"plate1,G12",0.6
"plate1,H12",0.6
"plate2,A1",0.6
"plate2,B1",0.6
"plate2,C1",0.6
"plate2,D1",0.6
"plate2,E1",0.6
"plate2,F1",0.6
"plate2,G1",0.6
"plate2,H1",0.6
"plate2,A2",0.6
"plate2,B2",0.6
"plate2,C2",0.6
"plate2,D2",0.6
"plate2,E2",0.6
"plate2,F2",0.6
"plate2,G2",0.6
"plate2,H2",0.6
"plate2,A3",0.6
"plate2,B3",0.6
"plate2,C3",0.6
"plate2,D3",0.6
"plate2,E3",0.6
"plate2,F3",0.6
"plate2,G3",0.6
"plate2,H3",0.6
"plate2,A4",0.6
"plate2,B4",0.6
"plate2,C4",0.6
"plate2,D4",0.6
"plate2,E4",0.6
"plate2,F4",0.6
"plate2,G4",0.6
"plate2,H4",0.6
"plate2,A5",0.6
"plate2,B5",0.6
"plate2,C5",0.6
"plate2,D5",0.6
"plate2,E5",0.6
"plate2,F5",0.6
"plate2,G5",0.6
"plate2,H5",0.6
"plate2,A6",0.6
"plate2,B6",0.6
"plate2,C6",0.6
"plate2,D6",0.6
"plate2,E6",0.6
"plate2,F6",0.6
"plate2,G6",0.6
"plate2,H6",0.6
"plate2,A7",0.6
"plate2,B7",0.6
"plate2,C7",0.6
"plate2,D7",0.6
"plate2,E7",0.6
"plate2,F7",0.6
"plate2,G7",0.6
"plate2,H7",0.6
"plate2,A8",0.6
"plate2,B8",0.6
"plate2,C8",0.6
"plate2,D8",0.6
"plate2,E8",0.6
"plate2,F8",0.6
"plate2,G8",0.6
"plate2,H8",0.6
"plate2,A9",0.6
"plate2,B9",0.6
"plate2,C9",0.6
"plate2,D9",0.6
"plate2,E9",0.6
"plate2,F9",0.6
"plate2,G9",0.6
"plate2,H9",0.6
"plate2,A10",0.6
"plate2,B10",0.6
"plate2,C10",0.6
"plate2,D10",0.6
"plate2,E10",0.6
"plate2,F10",0.6
"plate2,G10",0.6
"plate2,H10",0.6
"plate2,A11",0.6
"plate2,B11",0.6
"plate2,C11",0.6
"plate2,D11",0.6
"plate2,E11",0.6
"plate2,F11",0.6
"plate2,G11",0.6
"plate2,H11",0.6
"plate2,A12",0.6
"plate2,B12",0.6
"plate2,C12",0.6
"plate2,D12",0.6
"plate2,E12",0.6
"plate2,F12",0.6
"plate2,G12",0.6
"plate2,H12",0.6
"plate3,A1",0.6
"plate3,B1",0.6
"plate3,C1",0.6
"plate3,D1",0.6
"plate3,E1",0.6
"plate3,F1",0.6
"plate3,G1",0.6
"plate3,H1",0.6
"plate3,A2",0.6
"plate3,B2",0.6
"plate3,C2",0.6
"plate3,D2",0.6
"plate3,E2",0.6
"plate3,F2",0.6
"plate3,G2",0.6
"plate3,H2",0.6
"plate3,A3",0.6
"plate3,B3",0.6
"plate3,C3",0.6
"plate3,D3",0.6
"plate3,E3",0.6
"plate3,F3",0.6
"plate3,G3",0.6
"plate3,H3",0.6
"plate3,A4",0.6
"plate3,B4",0.6
"plate3,C4",0.6
"plate3,D4",0.6
"plate3,E4",0.6
"plate3,F4",0.6
"plate3,G4",0.6
"plate3,H4",0.6
"plate3,A5",0.6
"plate3,B5",0.6
"plate3,C5",0.6
"plate3,D5",0.6
"plate3,E5",0.6
"plate3,F5",0.6
"plate3,G5",0.6
"plate3,H5",0.6
"plate3,A6",0.6
"plate3,B6",0.6
"plate3,C6",0.6
"plate3,D6",0.6
"plate3,E6",0.6
"plate3,F6",0.6
"plate3,G6",0.6
"plate3,H6",0.6
"plate3,A7",0.6
"plate3,B7",0.6
"plate3,C7",0.6
"plate3,D7",0.6
"plate3,E7",0.6
"plate3,F7",0.6
"plate3,G7",0.6
"plate3,H7",0.6
"plate3,A8",0.6
"plate3,B8",0.6
"plate3,C8",0.6
"plate3,D8",0.6
"plate3,E8",0.6
"plate3,F8",0.6
"plate3,G8",0.6
"plate3,H8",0.6
"plate3,A9",0.6
"plate3,B9",0.6
"plate3,C9",0.6
"plate3,D9",0.6
"plate3,E9",0.6
"plate3,F9",0.6
"plate3,G9",0.6
"plate3,H9",0.6
"plate3,A10",0.6
"plate3,B10",0.6
"plate3,C10",0.6
"plate3,D10",0.6
"plate3,E10",0.6
"plate3,F10",0.6
"plate3,G10",0.6
"plate3,H10",0.6
"plate3,A11",0.6
"plate3,B11",0.6
"plate3,C11",0.6
"plate3,D11",0.6
"plate3,E11",0.6
"plate3,F11",0.6
"plate3,G11",0.6
"plate3,H11",0.6
"plate3,A12",0.6
"plate3,B12",0.6
"plate3,C12",0.6
"plate3,D12",0.6
"plate3,E12",0.6
"plate3,F12",0.6
"plate3,G12",0.6
"plate3,H12",0.6
"plate4,A1",0.6
"plate4,B1",0.6
"plate4,C1",0.6
"plate4,D1",0.6
"plate4,E1",0.6
"plate4,F1",0.6
"plate4,G1",0.6
"plate4,H1",0.6
"plate4,A2",0.6
"plate4,B2",0.6
"plate4,C2",0.6
"plate4,D2",0.6
"plate4,E2",0.6
"plate4,F2",0.6
"plate4,G2",0.6
"plate4,H2",0.6
"plate4,A3",0.6
"plate4,B3",0.6
"plate4,C3",0.6
"plate4,D3",0.6
"plate4,E3",0.6
"plate4,F3",0.6
"plate4,G3",0.6
"plate4,H3",0.6
"plate4,A4",0.6
"plate4,B4",0.6
"plate4,C4",0.6
"plate4,D4",0.6
"plate4,E4",0.6
"plate4,F4",0.6
"plate4,G4",0.6
"plate4,H4",0.6
"plate4,A5",0.6
"plate4,B5",0.6
"plate4,C5",0.6
"plate4,D5",0.6
"plate4,E5",0.6
"plate4,F5",0.6
"plate4,G5",0.6
"plate4,H5",0.6
"plate4,A6",0.6
"plate4,B6",0.6
"plate4,C6",0.6
"plate4,D6",0.6
"plate4,E6",0.6
"plate4,F6",0.6
"plate4,G6",0.6
"plate4,H6",0.6
"plate4,A7",0.6
"plate4,B7",0.6
"plate4,C7",0.6
"plate4,D7",0.6
"plate4,E7",0.6
"plate4,F7",0.6
"plate4,G7",0.6
"plate4,H7",0.6
"plate4,A8",0.6
"plate4,B8",0.6
"plate4,C8",0.6
"plate4,D8",0.6
"plate4,E8",0.6
"plate4,F8",0.6
"plate4,G8",0.6
"plate4,H8",0.6
"plate4,A9",0.6
"plate4,B9",0.6
"plate4,C9",0.6
"plate4,D9",0.6
"plate4,E9",0.6
"plate4,F9",0.6
"plate4,G9",0.6
"plate4,H9",0.6
"plate4,A10",0.6
"plate4,B10",0.6
"plate4,C10",0.6
"plate4,D10",0.6
"plate4,E10",0.6
"plate4,F10",0.6
"plate4,G10",0.6
"plate4,H10",0.6
"plate4,A11",0.6
"plate4,B11",0.6
"plate4,C11",0.6
"plate4,D11",0.6
"plate4,E11",0.6
"plate4,F11",0.6
"plate4,G11",0.6
"plate4,H11",0.6
"plate4,A12",0.6
"plate4,B12",0.6
"plate4,C12",0.6
"plate4,D12",0.6
"plate4,E12",0.6
"plate4,F12",0.6
"plate4,G12",0.6
"plate4,H12",0.6
